"endTime","wordCnt","rsbStep","rsbEnd","rsbStart","type","wordHist/31/resp","wordHist/31/word","wordHist/31/endOfSpeechTime","wordHist/31/beginningOfSpeechTime","wordHist/31/idx","wordHist/31/rsb","wordHist/30/resp","wordHist/30/word","wordHist/30/endOfSpeechTime","wordHist/30/beginningOfSpeechTime","wordHist/30/idx","wordHist/30/rsb","wordHist/29/resp","wordHist/29/word","wordHist/29/endOfSpeechTime","wordHist/29/beginningOfSpeechTime","wordHist/29/idx","wordHist/29/rsb","wordHist/28/resp","wordHist/28/word","wordHist/28/endOfSpeechTime","wordHist/28/beginningOfSpeechTime","wordHist/28/idx","wordHist/28/rsb","wordHist/27/resp","wordHist/27/word","wordHist/27/endOfSpeechTime","wordHist/27/beginningOfSpeechTime","wordHist/27/idx","wordHist/27/rsb","wordHist/26/resp","wordHist/26/word","wordHist/26/endOfSpeechTime","wordHist/26/beginningOfSpeechTime","wordHist/26/idx","wordHist/26/rsb","wordHist/25/resp","wordHist/25/word","wordHist/25/endOfSpeechTime","wordHist/25/beginningOfSpeechTime","wordHist/25/idx","wordHist/25/rsb","wordHist/24/resp","wordHist/24/word","wordHist/24/endOfSpeechTime","wordHist/24/beginningOfSpeechTime","wordHist/24/idx","wordHist/24/rsb","wordHist/23/resp","wordHist/23/word","wordHist/23/endOfSpeechTime","wordHist/23/beginningOfSpeechTime","wordHist/23/idx","wordHist/23/rsb","wordHist/22/resp","wordHist/22/word","wordHist/22/endOfSpeechTime","wordHist/22/beginningOfSpeechTime","wordHist/22/idx","wordHist/22/rsb","wordHist/21/resp","wordHist/21/word","wordHist/21/endOfSpeechTime","wordHist/21/beginningOfSpeechTime","wordHist/21/idx","wordHist/21/rsb","wordHist/20/resp","wordHist/20/word","wordHist/20/endOfSpeechTime","wordHist/20/beginningOfSpeechTime","wordHist/20/idx","wordHist/20/rsb","wordHist/19/resp","wordHist/19/word","wordHist/19/endOfSpeechTime","wordHist/19/beginningOfSpeechTime","wordHist/19/idx","wordHist/19/rsb","wordHist/18/resp","wordHist/18/word","wordHist/18/endOfSpeechTime","wordHist/18/beginningOfSpeechTime","wordHist/18/idx","wordHist/18/rsb","wordHist/17/resp","wordHist/17/word","wordHist/17/endOfSpeechTime","wordHist/17/beginningOfSpeechTime","wordHist/17/idx","wordHist/17/rsb","wordHist/16/resp","wordHist/16/word","wordHist/16/endOfSpeechTime","wordHist/16/beginningOfSpeechTime","wordHist/16/idx","wordHist/16/rsb","wordHist/15/resp","wordHist/15/word","wordHist/15/endOfSpeechTime","wordHist/15/beginningOfSpeechTime","wordHist/15/idx","wordHist/15/rsb","wordHist/14/resp","wordHist/14/word","wordHist/14/endOfSpeechTime","wordHist/14/beginningOfSpeechTime","wordHist/14/idx","wordHist/14/rsb","wordHist/13/resp","wordHist/13/word","wordHist/13/endOfSpeechTime","wordHist/13/beginningOfSpeechTime","wordHist/13/idx","wordHist/13/rsb","wordHist/12/resp","wordHist/12/word","wordHist/12/endOfSpeechTime","wordHist/12/beginningOfSpeechTime","wordHist/12/idx","wordHist/12/rsb","wordHist/11/resp","wordHist/11/word","wordHist/11/endOfSpeechTime","wordHist/11/beginningOfSpeechTime","wordHist/11/idx","wordHist/11/rsb","wordHist/10/resp","wordHist/10/word","wordHist/10/endOfSpeechTime","wordHist/10/beginningOfSpeechTime","wordHist/10/idx","wordHist/10/rsb","wordHist/9/resp","wordHist/9/word","wordHist/9/endOfSpeechTime","wordHist/9/beginningOfSpeechTime","wordHist/9/idx","wordHist/9/rsb","wordHist/8/resp","wordHist/8/word","wordHist/8/endOfSpeechTime","wordHist/8/beginningOfSpeechTime","wordHist/8/idx","wordHist/8/rsb","wordHist/7/resp","wordHist/7/word","wordHist/7/endOfSpeechTime","wordHist/7/beginningOfSpeechTime","wordHist/7/idx","wordHist/7/rsb","wordHist/6/resp","wordHist/6/word","wordHist/6/endOfSpeechTime","wordHist/6/beginningOfSpeechTime","wordHist/6/idx","wordHist/6/rsb","wordHist/5/resp","wordHist/5/word","wordHist/5/endOfSpeechTime","wordHist/5/beginningOfSpeechTime","wordHist/5/idx","wordHist/5/rsb","wordHist/4/resp","wordHist/4/word","wordHist/4/endOfSpeechTime","wordHist/4/beginningOfSpeechTime","wordHist/4/idx","wordHist/4/rsb","wordHist/3/resp","wordHist/3/word","wordHist/3/endOfSpeechTime","wordHist/3/beginningOfSpeechTime","wordHist/3/idx","wordHist/3/rsb","wordHist/2/resp","wordHist/2/word","wordHist/2/endOfSpeechTime","wordHist/2/beginningOfSpeechTime","wordHist/2/idx","wordHist/2/rsb","wordHist/1/resp","wordHist/1/word","wordHist/1/endOfSpeechTime","wordHist/1/beginningOfSpeechTime","wordHist/1/idx","wordHist/1/rsb","wordHist/0/resp","wordHist/0/word","wordHist/0/endOfSpeechTime","wordHist/0/beginningOfSpeechTime","wordHist/0/idx","wordHist/0/rsb","userAge","userId","startTime"
"2025-06-24T16:01:36.956Z",4,-2,-14,0,"noise","pas compris","rebut",2979,1556,30,-14,"pas compris","bucher",2693,1326,6,-14,"pas compris","souper",2543,1048,42,-14,"pas compris","refrain",2591,1246,32,-14,"pas compris","radis",2779,1390,28,-12,"pas compris","forban",3946,2531,16,-12,"pas compris","cordon",2664,1258,11,-12,"le traité","trait",2267,826,45,-12,"le sergent","sergent",2518,1061,39,-10,"le râteau","rateau",2440,907,29,-10,"pas compris","rondin",2886,1287,33,-10,"le crémier","tripot",2802,1339,46,-10,"le ticket","ticket",2716,1191,44,-8,"le mouton","mouton",2765,1276,24,-8,"le souci","souci",2749,1093,40,-8,"le boulot","rouleau",3070,1650,35,-8,"le glaçon","glaçon",3022,1510,20,-6,"le congé","congé",2510,943,10,-6,"le balai","balai",2748,1407,0,-6,"le donjon","donjon",2510,996,14,-6,"le frelon","frelon",2936,1425,17,-4,"le terrain","terrain",2611,1116,43,-4,"le ruban","ruban",2533,1076,36,-4,"le rabais","rabais",2757,1323,27,-4,"le cachot","cachot",2596,1066,7,-2,"le clavier","clavier",2704,1164,8,-2,"le secret","secret",2670,1076,38,-2,"le plateau","plateau",2644,1126,26,-2,"le crémier","crémier",2534,980,12,0,"le billet","billet",2686,1264,3,0,"le défi","défi",2819,1336,13,0,"le niveau","niveau",2732,1126,25,0,"66","Bf4","2025-06-24T15:57:15.444Z"
